pos,bib,name,team,category,rank,nationality,time,timediff,Col de Voza,Les Contamines,La Balme,Refuge Croix du Bonhomme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Arête Mont-Favre,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Peulaz,La Fouly,Praz de Fort,Champex Lac,Bovine,Trient,Les Tseppes,Vallorcine,Argentière,Chamonix - Arrivée,col de voza_pos,les contamines_pos,la balme_pos,refuge croix du bonhomme_pos,les chapieux ccas_pos,col de la seigne_pos,refuge elisabetta_pos,arête mont-favre_pos,col chécrouit - maison vieille_pos,courmayeur - dolonne_pos,refuge bertone_pos,refuge bonatti_pos,arnuva_pos,grand col ferret_pos,la peulaz_pos,la fouly_pos,praz de fort_pos,champex lac_pos,bovine_pos,trient_pos,les tseppes_pos,vallorcine_pos,argentière_pos,chamonix - arrivée_pos
78,3009,VIASSONE Serge,,V1 H,79,FR,28:09:18,07:03:12.000000,2237,1392,1850,2401,2648,4289,4417,5515,,37988,12475,13141,13997,15187,,16293,17000,17370,18859,20069,79922,22052,23536,25392,324,1430,1449,22,61,1420,126,27,-1,1358,33,54,54,1156,-1,50,46,1156,41,64,79,84,74,79
79,83,GALLOVITS Reinhard,,SE H,80,AT,28:10:37,07:04:31.000000,1939,855,1607,2833,4116,6102,6557,7734,8859,37383,11340,12508,14717,17632,,17997,18253,18633,20582,21476,80692,22703,24292,25471,1426,1943,50,131,1916,83,1187,1403,1415,1423,1413,85,121,85,-1,74,69,85,307,85,116,76,77,80
80,80,MEYNADIER Dominique,SPORTS EVENEMENTS,V1 H,81,FR,28:12:23,07:06:17.000000,2519,1948,2822,3459,4257,6036,6595,7426,7982,36202,11115,11570,12238,13345,,14880,16698,17143,19792,20792,80316,22228,23850,25577,2006,50,1961,45,16,1410,1617,1350,125,38,53,53,1362,46,-1,46,78,52,78,1160,91,81,84,81
81,2672,CRIPPA ALESSANDRO,A.S. FALCHI,SE H,82,IT,28:19:31,07:13:25.000000,2871,2661,3917,5520,6320,8005,8489,9388,9766,37679,12717,13142,13668,14780,,17175,18772,19328,21871,22456,81764,23210,23842,26005,106,46,14,77,22,1408,77,61,33,1359,110,1364,1414,1364,-1,69,1161,55,64,68,87,65,82,82
82,420,SINDOU Arnaud,OCC CABRIES,SE H,83,FR,28:23:22,07:17:16.000000,2308,1218,1856,2139,2710,3879,4177,4720,5129,118,7813,7812,8316,9471,,10614,11917,12847,17175,18962,78737,21079,22923,26236,11,63,1924,80,24,1355,1016,1349,1362,75,54,55,1155,69,-1,135,1293,78,74,74,81,87,85,83
83,44,MUSAZZI Simone,TEAM MONTRAIL ITALY,SE H,84,IT,28:32:24,07:26:18.000000,2351,1453,2355,3157,3768,5225,5776,6675,7145,35057,8643,9580,10138,11876,,13464,14621,15181,17420,18882,78578,22058,23840,26778,19,32,20,24,46,117,1141,33,1363,103,134,46,49,58,-1,59,84,67,85,62,76,77,81,84
84,49,PIGEAULT Jean-Luc,COURIR A VOREPPE,V1 H,85,FR,28:32:25,07:26:19.000000,2229,1114,1648,2018,2400,4102,4245,5220,5673,123,9080,9719,10147,11338,,12475,13967,14770,18492,19793,79602,21959,23843,26779,50,84,31,46,1921,74,29,1414,48,53,50,50,106,50,-1,78,67,84,1136,79,80,91,87,85
85,46,GLARDON Daniel,,V1 H,86,CH,28:35:50,07:29:44.000000,2622,2000,3042,3628,4235,6079,6473,7463,7988,36049,10468,10966,11647,13167,,14303,15233,15870,19408,21054,80862,23234,24843,26984,1183,19,118,119,1365,1215,1199,1216,61,76,1361,73,55,74,-1,1363,52,73,68,1156,1145,80,80,86
86,2329,GAYET Philippe,AX LES 3 DOMAINES,V1 H,87,FR,28:36:04,07:29:58.000000,2860,2759,3782,4711,5951,7516,8174,8943,9526,37818,12201,12222,12494,13315,,14907,15950,16536,18854,20556,80268,22402,24187,26998,78,135,61,35,33,76,75,35,1416,1164,48,134,50,55,-1,121,55,71,112,76,77,82,86,87
87,1428,CARBONI Cyril,CYRFAB,SE H,88,FR,28:39:53,07:33:47.000000,3830,4191,5585,6784,7425,9924,10261,11186,11648,39721,15030,15411,15841,16574,,17044,17982,18723,22286,22872,82216,24856,26109,27227,1897,22,40,573,134,35,84,121,40,47,78,1156,69,121,-1,55,71,72,87,87,86,86,91,88
88,97,DESPLANCHES Luc,,SE H,89,FR,28:40:25,07:34:19.000000,2669,2386,3357,4000,4418,7031,7612,8776,9546,37789,12487,13009,13441,14465,,15460,16507,17065,19986,21445,81458,23902,25670,27259,83,61,22,43,50,120,121,84,109,120,46,49,46,84,-1,84,135,1220,79,91,102,116,89,89
89,1751,SCHILLINGER Laurent,WINTZENHEIM ATHLETIC CLUB,V1 H,90,FR,28:40:59,07:34:53.000000,2619,2210,3094,3974,4621,6919,7435,8623,9404,37604,12581,13184,13669,15209,,16084,17108,17801,20438,21871,81722,24630,26179,27293,26,595,73,585,1429,33,35,110,50,59,1220,1222,47,78,-1,1220,73,135,62,81,101,89,88,90
90,111,THUR Erwin,TV TEUFEN,V2 H,91,CH,28:45:14,07:39:08.000000,3166,3042,4071,5058,6242,8137,8582,9533,10249,38383,12431,12780,13220,13772,,14837,15837,16223,19066,20621,80081,22647,24990,27548,53,1940,1429,427,1417,72,33,1889,78,42,69,69,78,59,-1,73,72,70,1141,86,65,101,90,91
91,269,ROQUES Christophe,L&amp;#039;ORTEIL EN POINTE,SE H,92,FR,28:50:20,07:44:14.000000,3126,2927,4353,5317,6072,8293,8726,9918,10526,38719,13104,13516,14096,15639,,16620,17558,18677,21856,23435,83190,25253,26265,27854,32,1242,48,116,1168,1356,369,40,104,96,55,110,1220,126,-1,126,126,86,91,1161,89,102,95,92
92,1611,GRENET Laurent,UFO,V1 H,93,FR,28:50:35,07:44:29.000000,2712,2669,3936,4921,5907,7654,8086,9293,10015,38416,11919,12299,12942,13962,,15198,16769,17441,19776,21741,81672,24814,26654,27869,1422,1156,46,16,84,109,110,69,1914,35,73,78,74,73,-1,72,70,64,76,77,93,90,96,93
93,1323,FASSEL YANN,UFO,SE H,94,Fr,28:51:52,07:45:46.000000,3143,2901,4150,5183,6037,7255,7776,8634,9309,37304,11111,12005,12790,13645,,14889,17412,18374,22884,24050,83234,25248,26264,27946,31,1446,2309,532,1419,133,1142,134,1917,34,101,126,110,1222,-1,1221,86,76,102,101,90,96,94,94
94,1474,ARMENGAU FERNANDEZ Jordi,CLUB ESQUI BERGUEDA (CEB),SE H,95,ES,28:53:32,07:47:26.000000,3408,3786,5609,,7825,10096,10577,11587,12120,40243,14835,15064,15659,16565,,18020,18920,19630,21841,22991,82372,24678,26188,28046,703,31,1417,-1,118,381,73,78,1166,1910,1166,106,126,101,-1,71,77,77,86,89,82,95,92,95
95,2835,ROQUE FABREGO Fernando,GRUP EXCURSIONISTA MANLLEU,SE H,95,ES,28:53:32,07:47:26.000000,3394,3787,5615,6780,7826,10104,10579,11591,12118,40241,14833,15063,15658,16566,,18023,18917,19626,21833,22996,82367,24673,26190,28046,52,73,1742,482,121,29,1610,50,1221,67,124,47,59,1416,-1,101,1160,1221,119,80,126,93,101,96
96,2021,FOURNIER Gilbert,,SE H,97,CH,28:53:42,07:47:36.000000,4029,4551,6064,7362,8825,12165,12748,13840,14152,42219,16783,17797,18375,18962,,19659,20641,20942,23719,24480,83868,25879,27286,28056,61,118,2311,471,35,1911,78,1215,73,71,74,74,58,72,-1,70,76,62,111,126,104,104,102,97
97,100,BALIZET Patrick,MONTBELIARD TRIATHLON,V1 H,98,FR,28:54:56,07:48:50.000000,2633,1965,2866,3583,4093,5905,6107,7446,7862,35782,10852,11362,12075,14123,,15220,16781,17572,21462,22735,83131,25131,26656,28130,118,1161,84,73,1364,1906,1434,105,69,1412,49,1168,73,70,-1,67,1159,91,101,102,88,126,104,98
98,132,BROWN Julian,MACCLESFIELD HARRIERS,V1 H,99,GB,29:04:33,07:58:27.000000,2612,2384,3537,4689,5999,8037,8850,10349,11290,39674,14645,15061,16029,16968,,18518,19341,20092,22244,23849,83224,25933,27537,28707,22,1217,1277,544,1929,68,50,1694,44,122,126,58,1167,71,-1,102,64,126,126,65,111,88,93,99
99,1101,DECHELETTE Franck,ASCEA CADARACHE,SE H,100,FR,29:09:30,08:03:24.000000,2875,2455,3271,4050,4600,6402,6686,7715,8235,36403,11644,12294,13007,14592,,15843,17337,18144,21547,22776,82572,25241,26760,29004,84,1426,43,560,78,1706,69,73,49,1219,170,101,101,110,-1,107,107,87,93,1162,96,111,98,100
100,3292,LAURENZIO Robin,HOTEL DU BOIS,V1 H,101,FR,29:13:41,08:07:35.000000,2809,2278,3473,4132,4536,6199,6637,7871,8419,36603,9881,10590,11445,12705,,14157,15897,16842,19575,21434,80995,24163,26286,29255,126,1185,1917,84,490,1440,134,381,36,51,1425,59,124,107,-1,52,91,41,81,93,95,112,103,101
101,2192,FABREGUES Dominique,C.O.ARPAJON,V1 H,102,FR,29:14:18,08:08:12.000000,3251,3435,4478,5364,6248,7789,8315,8980,9795,38074,11620,11816,12402,13429,,14224,16191,16915,19184,21641,80954,24167,26299,29292,1218,143,53,69,126,77,98,1161,381,84,59,124,134,134,-1,86,62,101,89,90,112,98,100,102
102,213,LINDER James,FFA,V1 H,103,CH,29:16:23,08:10:17.000000,3432,3052,4672,6196,6566,8625,8865,10243,10475,38241,13021,13447,13755,15499,,16209,16995,17774,20611,22023,83193,25488,26753,29417,381,1915,1365,478,1712,50,961,137,37,52,235,86,86,124,-1,76,110,111,135,103,100,110,111,103
103,56,REBISCHUNG Raymond,CLUB VOSGIEN ST AMARIN,V2 H,104,FR,29:16:43,08:10:37.000000,3419,3610,4895,5995,6939,9081,9627,10887,11437,39547,13055,13683,14184,15157,,16074,17864,18843,20431,22162,82138,24837,26577,29437,1432,462,1188,602,1449,1214,1615,138,123,31,47,137,71,86,-1,77,101,110,77,107,107,100,110,104
104,2397,GROSS Ulrich,TEAM TELMEKOM,SE H,105,IT,29:16:51,08:10:45.000000,2210,1027,1647,2519,2977,6181,6255,7051,7483,35476,12909,13396,14304,15734,,18024,20425,20900,23948,25509,85364,27434,28415,29445,1952,43,1718,135,1917,1702,1015,44,136,130,86,138,72,1420,-1,124,1294,102,110,104,110,94,116,105
105,997,SAINT GIRONS Thomas,TEAM SPORT 2000 LAFUMA,SE H,106,FR,29:18:20,08:12:14.000000,2276,950,1676,2203,2537,4422,4480,6033,6719,120,10479,10402,10555,19151,,19523,19924,20751,23831,24614,84444,26682,27855,29534,1442,1186,1729,154,1716,1708,1430,1690,137,1162,106,1428,137,87,-1,137,87,124,124,110,135,92,112,106
106,2924,DREVON Nicolas,BAZTANDARAK,SE H,107,FR,29:20:26,08:14:20.000000,2701,2489,3391,4231,4697,6938,7244,8318,8658,36664,10883,11395,11987,13104,,14244,15818,17141,20715,22095,82712,25446,27841,29660,1153,52,13,458,73,234,105,235,133,79,1707,71,70,81,-1,111,102,89,104,111,98,107,97,107
107,237,BRASSELET Pascal,UFO,SE H,108,Fr,29:23:57,08:17:51.000000,3298,3475,5068,6319,7433,9713,10388,11597,12217,40154,14202,15177,15828,17193,,18434,19656,20611,22682,23916,83642,26213,27851,29871,143,200,1450,498,69,1907,232,1696,97,223,58,98,138,1224,-1,172,111,1161,90,112,92,103,126,108
108,1482,KUENTZMANN Remi,,V1 H,109,FR,29:29:27,08:23:21.000000,3143,3047,4018,5247,6100,8677,9055,10359,11206,39014,13249,13702,14336,15870,,16963,18905,19590,22241,23783,83427,26294,27846,30201,40,53,143,408,1166,136,959,1159,1710,166,137,1710,107,76,-1,1223,124,107,80,82,103,135,99,109
109,1684,NAGENTHIRAJA Kartheeban,,SE H,110,DK,29:29:57,08:23:51.000000,2403,1661,2728,3537,4032,5460,5888,6834,7423,35407,9381,10332,11083,13032,,14975,15861,16899,20294,22239,82915,25186,26846,30231,1214,126,1712,309,110,1157,1219,54,1916,231,138,1441,98,77,-1,91,121,81,103,124,99,97,107,110
110,1590,LOPEZ Philippe,FR MONEIN,V1 H,111,FR,29:38:39,08:32:33.000000,2651,2533,3656,4451,5056,7190,7616,8910,9587,37780,11571,12453,13061,14100,,14778,16226,16892,19492,22301,82246,25060,26797,30753,1443,324,138,134,1941,137,137,1434,226,1443,143,72,1439,137,-1,81,41,1222,107,135,94,99,109,111
111,1743,CHALLIER Jerome,Oxygene Annemasse,SE H,112,FR,29:41:16,08:35:10.000000,1826,509,410,,8,1243,1913,2629,2725,30334,3496,5310,5788,9473,,10616,11928,12874,18758,22348,82448,25101,27100,30910,14,1710,464,-1,1245,97,1613,53,234,1706,98,1221,1222,102,-1,62,1162,79,65,98,124,108,108,112
112,168,WAGEN Martin,LSV BALE,SE H,113,CH,29:44:07,08:38:01.000000,3162,2892,3831,4599,5538,7453,8161,9287,10063,38464,12583,13375,14548,16478,,18398,19708,20678,23337,24539,84546,27526,28814,31081,1934,78,137,78,138,1159,138,227,1447,1218,1438,107,81,1168,-1,94,89,93,134,100,118,124,106,113
113,3296,DIEVAL Christophe,,V1 H,113,FR,29:44:07,08:38:01.000000,3078,3101,4032,5118,5988,7686,8112,9160,9951,38147,12869,13355,13907,14690,,16331,18104,18844,21933,23974,83885,27089,28725,31081,1933,1447,24,53,1424,1158,1436,36,53,378,107,70,1418,1221,-1,134,1100,68,1143,88,109,109,105,114
114,295,RICHEUX Jean-Luc,,V1 H,115,FR,29:46:14,08:40:08.000000,2958,3176,4608,5761,6947,9288,10037,11054,11795,39850,15575,15940,16362,17092,,18486,19263,19744,23845,25230,84648,27560,28832,31208,1239,1369,1428,75,1428,1909,124,37,80,1415,1159,235,235,138,-1,87,172,98,98,95,108,117,114,115
115,34,BERTONE Silvio,ATLETICA ZERBION,SE H,116,IT,29:46:15,08:40:09.000000,2189,1068,1570,1701,1905,3181,3227,3927,4289,121,6438,6820,7503,8741,,9993,11312,11904,16108,18826,80078,23496,27042,31209,1245,66,705,372,235,1919,1611,1891,169,133,1219,143,1160,172,-1,110,134,134,121,96,123,106,113,116
116,2605,SIVAK kristijan,AK SLJEME,SE H,117,HR,29:46:54,08:40:48.000000,3080,2952,4006,4737,5660,7427,8139,9382,10255,38346,12183,12675,13531,14804,,16128,17958,18964,22226,23927,84040,26667,29096,31248,733,110,598,528,1223,1419,86,124,54,134,70,81,76,94,-1,64,81,121,147,450,134,119,115,117
117,3304,ITTMANN Machiel,THE NORTH FACE HOLLAND,SE H,118,NL,29:47:03,08:40:57.000000,2333,1524,2218,3009,3797,5262,5493,5956,6841,,8043,8512,9000,9921,,10944,12210,12838,14935,17311,83420,27330,28960,31257,174,1959,45,473,98,1917,960,1893,85,-1,382,1161,77,67,-1,93,137,103,100,1163,97,123,119,118
118,1910,UNTERWEGER Sigi,UNION RAIKA COMPEDAL,V1 H,119,AT,30:00:17,08:54:11.000000,1934,838,1451,1652,2084,3151,3483,4230,5067,,8843,8924,9371,10587,,12419,13633,14664,19441,24157,84109,26809,28835,32051,1410,14,78,619,137,80,143,81,1164,-1,1417,1224,102,52,-1,1160,93,138,96,123,114,134,134,119
119,2300,HENNEMAN Lionel,,SE H,120,FR,30:00:48,08:54:42.000000,3261,2915,3766,5022,6032,8305,8877,9938,10680,38621,13319,14281,15110,16480,,18045,19176,19936,23991,25445,85964,29542,31296,32082,110,40,1189,124,382,1912,224,49,1714,45,1165,1420,1219,91,-1,98,98,137,95,92,121,147,135,120
120,1978,SIMON Frederic,CA AMBILLY,SE H,121,FR,30:00:50,08:54:44.000000,2759,2177,2650,2893,3827,5325,5812,6621,7100,35296,9102,9654,10205,11872,,13152,16257,17702,21467,24099,83942,27476,29343,32084,596,1274,1424,407,80,85,80,98,99,98,71,77,87,143,-1,89,156,1163,92,109,117,114,118,121
121,32,DELEMONTEZ Didier,FAUCIGNY ATHLETIC CLUB,V1 H,122,FR,30:01:45,08:55:39.000000,2540,1858,2854,4529,5448,7676,8114,9284,9743,37512,12657,13079,14237,16563,,17730,18804,19826,24168,25145,85396,29226,30729,32139,72,1414,161,481,1224,53,1616,86,142,1163,94,76,143,93,-1,156,103,90,82,99,147,118,117,122
122,1342,FERT Etienne,,V1 H,123,FR,30:02:50,08:56:44.000000,3531,3810,5284,5984,6670,8310,8692,9688,10316,38487,11648,12841,13638,14918,,16033,17732,19142,21950,23376,83741,26857,29107,32204,1217,1935,35,211,1729,79,81,143,59,139,81,102,94,64,-1,1167,79,172,133,108,119,105,123,124
123,2492,GRISCELLI Hugues Pierre,,V2 H,123,Fr,30:02:50,08:56:44.000000,2656,2379,3630,4348,4706,6221,6417,7373,7799,35700,9944,10813,11590,13141,,14525,16235,17045,20325,22609,83328,26257,29296,32204,200,1904,121,374,736,1914,37,1895,47,57,1414,94,1163,62,-1,1163,138,100,114,117,445,121,124,123
124,2388,JARGY Clara Mina,ATHLE ST JULIEN 74,V2 F,125,FR,30:03:31,08:57:25.000000,3512,3588,4703,5583,6444,8342,8822,9940,10837,38756,15077,15739,16482,17641,,18971,20377,21365,23940,25313,84920,28201,29999,32245,1150,1177,1223,620,161,52,44,47,1220,1911,76,1167,93,235,-1,138,90,1168,437,147,137,113,121,125
125,2449,FABRE Eric,,V1 H,126,FR,30:03:47,08:57:41.000000,2353,1627,2674,3336,3910,5134,5553,6443,7226,35849,10127,10390,11084,12309,,13875,14992,16296,19621,21570,81791,24845,27467,32261,1271,381,382,50,1919,1415,36,1890,1918,99,1445,87,100,111,-1,1415,68,94,123,114,138,115,125,126
126,21,CHERAZ Claudio,SOLOG,V1 H,127,IT,30:08:21,09:02:15.000000,2760,2528,3751,5122,6029,8389,8731,9735,10552,39230,16638,16987,17304,18163,,19122,20356,20926,23330,25162,85684,28353,30385,32535,1730,161,1224,334,29,1155,1623,100,71,72,1230,1164,1708,1161,-1,100,1107,80,137,134,106,137,147,127
127,474,PUIATI Stefano,ATLETICA ZERBION,V1 H,127,IT,30:08:21,09:02:15.000000,2758,2530,3753,5124,6033,8395,8738,9744,10561,39232,16618,16991,17303,18170,,19124,20354,20923,23326,25161,85681,28356,30389,32535,57,1418,126,81,75,142,957,71,1419,105,72,1888,1426,98,-1,41,100,92,138,94,133,138,127,128
128,1375,CHAMBRY Thierry,A2R-ASSOCIATION RAID REUNION,SE H,127,FR,30:08:21,09:02:15.000000,2163,1343,3523,4741,5361,7074,7686,9378,10669,38983,13057,14380,15370,18889,,21211,22900,23698,25613,26365,86029,29179,30839,32535,1909,1421,1168,499,143,104,47,80,1716,1912,77,100,111,1164,-1,123,94,88,117,121,113,130,128,129
129,2848,MAHE Michel,,V2 H,130,FR,30:09:28,09:03:22.000000,2667,2232,3108,5138,7036,10394,10994,11826,12468,40343,13869,14276,14936,16556,,18552,20454,21271,23258,24605,84565,28167,30438,32602,1414,1425,1945,140,598,226,101,1160,100,1913,194,93,64,194,-1,104,92,156,109,119,130,125,133,130
130,2365,DEMONT christian,1000 PATTES,V1 H,131,Fr,30:09:44,09:03:38.000000,4275,4840,6731,,9593,12286,12911,14667,15375,43248,16655,17422,18491,19939,,21695,23881,24663,26507,28202,88401,30549,31814,32618,2303,1727,69,-1,86,47,1194,1157,1165,1436,1222,1417,1419,89,-1,90,1102,143,99,137,115,127,130,131
131,2386,POINT robert,,V1 H,132,Fr,30:10:21,09:04:15.000000,4106,4004,5229,6389,7363,9715,10224,11496,12132,40108,13199,13756,14640,15738,,17243,18561,20705,26329,28206,88415,30554,31817,32655,1358,2470,1364,479,2307,100,54,1219,1915,190,80,111,145,1166,-1,117,1103,1223,88,138,143,128,137,132
132,1798,THEVENOT Virginie,CESAME 95,V1 F,133,FR,30:25:07,09:19:01.000000,2689,2409,3539,4187,5245,7111,7539,8292,9073,38105,12425,12828,13528,14967,,16922,18557,19316,21923,24557,84525,28473,30433,33541,1734,1220,1425,561,81,123,1014,1154,1159,1914,1162,80,1166,100,-1,143,123,104,108,97,125,133,138,133
133,91,JEZO EMMANUEL,INTREPIDE ANGERS ATHLETISME,SE H,134,FR,30:26:59,09:20:53.000000,2121,1172,2013,2738,3646,5469,6055,6976,7861,36107,9507,10268,11609,13119,,14892,16695,17628,20917,24005,83743,26904,28933,33653,462,1422,1421,109,1425,44,1198,1409,1162,1160,111,1421,91,114,-1,103,143,114,94,113,145,145,122,134
134,1273,OGGIER Pierre Michel,CA VETROZ - UFO,V1 H,135,CH,30:28:11,09:22:05.000000,2446,1463,2037,2674,3235,4516,4680,5226,5674,119,7877,8343,9140,11174,,12905,14772,15689,20054,22613,83047,25804,28935,33725,2339,1221,110,283,1738,70,53,1894,1225,1710,322,227,172,1178,-1,79,699,65,143,133,105,143,129,135
135,2550,BREUIL emmanuel,,SE H,136,Fr,30:30:25,09:24:19.000000,2579,2229,3519,5043,6247,8423,9190,10469,11338,39454,13494,14330,14999,16295,,18242,19776,20676,23377,26444,86429,29814,31480,33859,135,1165,324,370,189,36,100,1164,1169,1167,102,145,52,1226,-1,114,104,1224,1148,130,122,129,145,136
136,133,TREUIL Philippe,,V1 H,137,FR,30:30:41,09:24:35.000000,2608,1834,2494,3280,4104,5875,6287,7135,7856,36389,10744,11138,11931,13398,,14696,16705,17794,21975,24388,84320,28160,30568,33875,45,38,1716,347,1164,37,49,1406,74,1224,100,1711,1709,227,-1,735,117,117,130,106,128,122,143,137
137,1799,GUILLEMAIN Philippe,UAI NOGENT,V1 H,138,FR,30:30:43,09:24:37.000000,2608,1836,2489,3176,4053,5897,6306,7141,7859,36391,10748,11153,11936,13586,,15820,17003,17793,21985,24390,84345,28163,30573,33877,43,1436,16,71,52,1213,71,59,1440,1223,123,170,170,82,-1,1225,88,147,169,143,127,120,120,138
138,1921,PINET Guy,CLES GARDANNE,V1 H,139,Fr,30:31:27,09:25:21.000000,3135,3459,4643,5618,6437,8512,9067,10230,11063,39272,13805,14527,15510,17019,,18762,20278,22072,25280,27185,87206,30044,31782,33921,1928,1362,200,534,1924,1162,1621,1410,1423,732,1711,1226,194,156,-1,1162,194,123,128,122,142,142,141,139
139,416,NOUGIER LAURENT,CLES GARDANNE,SE H,140,Fr,30:31:55,09:25:49.000000,3133,3458,4644,5620,6439,8514,9070,10240,11068,39304,13788,14529,15512,17021,,18759,20275,22073,25270,27183,87205,30057,31779,33949,1159,1917,1918,344,1167,54,145,101,106,1157,227,117,1415,117,-1,1170,1117,133,127,128,144,144,136,140
140,2396,WAREMBOURG Philippe,ASHPG,V1 H,141,Fr,30:33:25,09:27:19.000000,3095,3261,4517,5600,6594,8824,9599,10898,11638,39805,13779,14625,15569,17077,,18346,19494,20355,23525,25448,85941,29595,31331,34039,1714,137,708,97,53,1413,1192,1901,193,594,1421,382,89,123,-1,1165,114,82,113,127,141,450,142,142
141,2999,BEVILLARD Daniel,CLUB DES SPORTS REPOSOIR,V2 H,141,FR,30:33:25,09:27:19.000000,2809,2412,3667,5074,6049,8393,8835,9535,11065,38991,13974,14469,15109,16591,,17790,18807,19830,24183,25496,85770,29546,31497,34039,1421,138,174,164,2308,99,434,1214,70,1419,736,194,62,1167,-1,1177,147,1167,136,115,120,141,144,141
142,2129,SEMET Yves,SOGREAH,V2 H,143,FR,30:34:47,09:28:41.000000,2386,1601,2470,3521,4195,6180,6539,7493,8258,36462,10815,11526,12503,13954,,16202,17783,18740,23004,24918,84852,28589,31277,34121,1910,1361,1164,622,1173,144,59,74,597,69,93,153,67,133,-1,235,80,450,193,145,129,154,140,143
143,1773,LUCAS Erwan,,SE H,144,Fr,30:36:07,09:30:01.000000,3814,4586,5996,7053,7847,9705,10086,10931,11468,39681,13874,14766,15594,17098,,18665,20240,20973,23725,25809,85921,29551,31681,34201,2408,733,1166,621,2309,1908,954,1427,1426,74,153,91,1165,145,-1,194,65,194,141,125,154,158,139,144
144,2377,LANFRANCHI Jean-Philippe,LE MEE SPORT TRIATHLON,SE H,145,FR,30:37:35,09:31:29.000000,2815,2235,3191,3795,4406,6404,6797,8227,9167,37673,12228,12512,13141,15111,,17198,19027,20108,23713,25246,85291,28496,30871,34289,1236,249,235,52,59,58,966,1413,79,1712,1420,133,133,1417,-1,147,133,1164,145,120,157,136,131,145
145,2043,DUMONT Clement,,SE H,146,FR,30:41:37,09:35:31.000000,4215,5569,7916,,11316,13568,14172,15293,15596,43377,17521,18259,18949,20183,,21637,22315,22678,25195,27187,87277,30051,32222,34531,2463,122,81,-1,145,1949,964,1217,1422,1422,1171,64,117,1171,-1,92,1106,109,97,141,152,155,132,146
146,2047,BEASSE Olivier,LA TRIBU RAID AVENTURE,SE H,147,FR,30:43:44,09:37:38.000000,2619,2462,3074,3903,4739,7198,8177,10182,11790,40489,14320,14666,15112,15766,,16558,18251,19027,21473,23962,84061,27002,30044,34658,1908,1164,2310,59,1718,486,1019,596,1223,1708,1708,1178,1224,104,-1,68,132,96,144,142,136,152,152,147
147,2002,CLEMENT BRUNO,CHAMONIX,SE H,148,Fr,30:46:03,09:39:57.000000,3585,4133,5758,7214,8441,11298,11903,12678,13209,41210,15474,16064,16545,17904,,20047,22672,23744,27816,28986,88182,30865,32438,34797,189,1692,1185,86,1422,1218,1453,70,735,70,1224,123,156,79,-1,1166,1110,95,106,105,153,139,155,148
148,1358,CHOSSAT Cyril,CAF ISERE,V1 H,149,FR,30:49:27,09:43:21.000000,2783,2750,4248,5880,6459,8641,9220,10613,11258,39465,16009,17505,19851,21365,,22088,22828,23334,26751,29217,90033,32069,33395,35001,1244,460,356,563,89,1728,1020,145,1226,68,1169,1173,1177,90,-1,133,1105,736,115,152,140,146,146,149
149,417,HAYETINE Alexandre,,SE H,150,FR,30:50:36,09:44:30.000000,4458,6105,8070,,10718,12694,13351,14279,14890,43112,18708,19243,19846,20712,,22485,23864,24560,28178,30495,90156,32549,33829,35070,1366,702,1419,-1,1918,1152,70,1407,72,1418,117,1427,123,1428,-1,109,1164,115,1144,144,139,140,148,150
150,2681,AIZPEURRUTIA ALZELAI ION,ALONA-MENDI,SE H,151,Es,30:53:00,09:46:54.000000,3612,4870,7064,,10878,14247,15231,16991,17618,45966,20008,20827,21952,22883,,24165,25238,25685,27604,29141,88858,31458,33168,35214,153,1170,122,-1,47,1219,1195,1692,1171,1152,1424,1171,227,1170,-1,88,175,1171,152,154,146,153,154,151
151,152,BETSCHEN Christophe,COURS-TOUJOURS,V1 H,152,FR,30:54:04,09:47:58.000000,2920,2608,3606,4893,5935,7701,8326,9570,10452,38660,12267,13478,14660,16344,,18303,19649,20890,23919,25785,86285,29899,31954,35278,2305,2310,1738,393,1450,1416,1212,1899,1919,92,87,1166,153,736,-1,65,445,1166,125,153,158,131,158,152
152,3065,HERY bran,TEAM GO2,SE H,153,FR,30:54:19,09:48:13.000000,2491,2104,3421,4585,5136,7433,7808,8996,9555,37594,11983,12746,13667,15515,,17290,18843,19880,24196,26272,86683,30146,32592,35293,76,189,98,451,101,1164,1191,133,132,1176,145,52,82,103,-1,82,82,209,105,129,162,132,153,153
153,3319,UNAI Ginea,,SE H,154,Es,30:58:11,09:52:05.000000,3611,3869,5205,5896,6775,8622,9285,10599,11462,39676,14059,14986,16054,16874,,18645,20226,20921,24571,26052,86225,29731,32441,35525,161,1247,52,379,1277,201,74,1220,1178,78,1418,89,90,153,-1,145,122,210,120,158,161,148,151,154
154,2269,DAUVERGNE François,LES ALLIGATORS SEYNOD TRIATHLON,SE H,155,Fr,30:58:46,09:52:40.000000,2797,2256,3063,4067,4919,7182,7676,8780,9453,37848,12880,13753,14596,15872,,18055,20447,21301,24013,26472,,29825,32028,35560,322,1182,1937,588,1228,69,1017,1173,76,1221,152,1237,1170,1421,-1,227,142,122,155,136,-1,156,156,155
